Time [s],Packet ID,MOSI,MISO
9.0811583200,13006,0x80,
9.0811712000,13006,0xB6,
9.0811841000,13006,0xDE,
9.0811970000,13006,0x24,
9.0812098800,13006,0x7D,
9.0812225800,13006,0x7D,
9.0812352800,13006,0x7D,
9.0812479800,13006,0x7D,
9.0812607000,13006,0x20,
9.0812735800,13006,0x20,
9.0812919400,13006,0x20,
9.0813048400,13006,0x40,
9.0813177200,13006,0xC2,
9.0813306200,13006,0x26,
9.0813435200,13006,0x40,
9.0813564200,13006,0x04,
9.0813693200,13006,0x40,
9.0813822200,13006,0x21,
9.0813949200,13006,0x00,
9.0814133000,13006,0x00,
9.0814261800,13006,0x00,
9.0814390800,13006,0x00,
9.0814519800,13006,0x00,
9.0814648800,13006,0x00,
9.0826739400,13007,0x07,
9.0826833400,13007,0x2E,
9.0826991600,13008,0x27,
9.0827090000,13008,0x2E,
9.0827235800,13009,0xE1,
9.0827334200,13009,0x00,
9.0827480000,13010,0x20,
9.0827580400,13010,0x8F,
9.0876531000,13011,0x07,
9.0876625000,13011,0x0E,
9.0876800800,13012,0x20,
9.0876901000,13012,0x8E,
9.0880412000,13013,0x25,
9.0880510600,13013,0x38,
9.0881388000,13014,0xA0,
9.0881577400,13014,0xC0,
9.0881706200,13014,0xB6,
9.0881835200,13014,0xDE,
9.0881964200,13014,0x24,
9.0882093000,13014,0x7D,
9.0882220200,13014,0x7D,
9.0882347200,13014,0x7D,
9.0882474200,13014,0x7D,
9.0882601200,13014,0x20,
9.0882785000,13014,0x20,
9.0882913800,13014,0x20,
9.0883042800,13014,0x40,
9.0883171800,13014,0x82,
9.0883300600,13014,0x26,
9.0883429600,13014,0x40,
9.0883558600,13014,0x04,
9.0883687600,13014,0x40,
9.0883816400,13014,0x21,
9.0883998400,13014,0x00,
9.0884127200,13014,0x00,
9.0884256200,13014,0x00,
9.0884385000,13014,0x00,
9.0884514000,13014,0x00,
9.0884643000,13014,0x00,
9.0896662200,13015,0x07,
9.0896756200,13015,0x2E,
9.0896914400,13016,0x27,
9.0897012800,13016,0x2E,
9.0897158600,13017,0xE1,
9.0897257000,13017,0x00,
9.0897402800,13018,0x20,
9.0897503000,13018,0x8F,
9.0946917800,13019,0x07,
9.0947011800,13019,0x0E,
9.0947187600,13020,0x20,
9.0947288000,13020,0x8E,
9.0950217000,13021,0x25,
9.0950315400,13021,0x38,
9.0951193000,13022,0xA0,
9.0951322000,13022,0x80,
9.0951511400,13022,0xB6,
9.0951640400,13022,0xDE,
9.0951769400,13022,0x24,
9.0951898200,13022,0x7D,
9.0952025400,13022,0x7D,
9.0952152400,13022,0x7D,
9.0952279600,13022,0x7D,
9.0952406800,13022,0x20,
9.0952535800,13022,0x20,
9.0952719600,13022,0x20,
9.0952848600,13022,0x40,
9.0952977600,13022,0xC2,
9.0953106400,13022,0x26,
9.0953235400,13022,0x40,
9.0953364400,13022,0x04,
9.0953493400,13022,0x40,
9.0953622400,13022,0x21,
9.0953749600,13022,0x00,
9.0953933400,13022,0x00,
9.0954062400,13022,0x00,
9.0954191400,13022,0x00,
9.0954320400,13022,0x00,
9.0954449400,13022,0x00,
9.0966487400,13023,0x07,
9.0966581400,13023,0x2E,
9.0966739600,13024,0x27,
9.0966838200,13024,0x2E,
9.0966983800,13025,0xE1,
9.0967082400,13025,0x00,
9.0967228000,13026,0x20,
9.0967328400,13026,0x8F,
9.1016366000,13027,0x07,
9.1016460000,13027,0x0E,
9.1016635800,13028,0x20,
9.1016736000,13028,0x8E,
9.1020443400,13029,0x25,
9.1020542000,13029,0x3E,
9.1021480200,13030,0xA0,
9.1021609000,13030,0xC0,
9.1021738000,13030,0xB6,
9.1021867000,13030,0xDE,
9.1021996000,13030,0x24,
9.1022125000,13030,0x7D,
9.1022252000,13030,0x7D,
9.1022379200,13030,0x7D,
