Time[s], Channel 4
0.41657952, 0
0.41659958, 1
0.41660392, 0
0.41662400, 1
0.41662834, 0
0.41664842, 1
0.41665276, 0
0.41667282, 1
0.41667718, 0
0.41669724, 1
0.41670160, 0
0.41672166, 1
0.41672602, 0
0.41674608, 1
0.41675044, 0
0.41677050, 1
0.41677486, 0
0.41679492, 1
0.41679928, 0
0.41681934, 1
0.41682370, 0
0.41684376, 1
0.41684812, 0
0.41686818, 1
0.41687254, 0
0.41689260, 1
0.41689696, 0
0.41691704, 1
0.41692138, 0
0.41694146, 1
0.41694580, 0
0.41696586, 1
0.41697022, 0
0.41699028, 1
0.41699464, 0
0.41701470, 1
0.41701906, 0
0.41703912, 1
0.41704348, 0
0.41706354, 1
0.41706790, 0
0.41708796, 1
0.41709230, 0
0.41711238, 1
0.41711674, 0
0.41713680, 1
0.41714114, 0
0.41716122, 1
0.41716556, 0
0.41718562, 1
0.41718998, 0
0.41721006, 1
0.41721440, 0
0.41723448, 1
0.41723882, 0
0.41725890, 1
0.41726326, 0
0.41728332, 1
0.41728768, 0
0.41730774, 1
0.41731210, 0
0.41733218, 1
0.41733652, 0
0.41735660, 1
0.41736094, 0
0.41738102, 1
0.41738536, 0
0.41740544, 1
0.41740978, 0
0.41742986, 1
0.41743420, 0
0.41745428, 1
0.41745862, 0
0.41747870, 1
0.41748304, 0
0.41750310, 1
0.41750746, 0
0.41752752, 1
0.41753188, 0
0.41755194, 1
0.41755628, 0
0.41757634, 1
0.41758070, 0
0.41760076, 1
0.41760510, 0
0.41762516, 1
0.41763006, 0
0.41765012, 1
0.41765448, 0
0.41767454, 1
0.41767890, 0
0.41769896, 1
0.41770330, 0
0.41772336, 1
0.41772772, 0
0.41774776, 1
0.41775210, 0
0.41777216, 1
0.41777652, 0
0.41779658, 1
0.41780094, 0
0.41782100, 1
0.41782536, 0
0.41784542, 1
0.41784976, 0
0.41786982, 1
0.41787418, 0
0.41789424, 1
0.41789858, 0
0.41791866, 1
0.41792300, 0
0.41794308, 1
0.41794742, 0
0.41796750, 1
0.41797184, 0
0.41799192, 1
0.41799626, 0
0.41801632, 1
0.41802068, 0
0.41804074, 1
0.41804508, 0
0.41806516, 1
0.41806952, 0
0.41808960, 1
0.41809394, 0
0.41811400, 1
0.41811836, 0
0.41813842, 1
0.41814276, 0
0.41816282, 1
0.41816718, 0
0.41818724, 1
0.41819158, 0
0.41821166, 1
0.41821600, 0
0.41823608, 1
0.41824042, 0
0.41826048, 1
0.41826484, 0
0.41828490, 1
0.41828924, 0
0.41830930, 1
0.41831366, 0
0.41833372, 1
0.41833806, 0
0.41835812, 1
0.41836248, 0
0.41838254, 1
0.41838690, 0
0.41840696, 1
0.41841130, 0
0.41843136, 1
0.41843572, 0
0.41845578, 1
0.41846012, 0
0.41848018, 1
0.41848454, 0
0.41850460, 1
0.41850896, 0
0.41852902, 1
0.41853338, 0
0.41855344, 1
0.41855778, 0
0.41857786, 1
0.41858222, 0
0.41860230, 1
0.41860664, 0
0.41862672, 1
0.41863106, 0
0.41865114, 1
0.41865550, 0
0.41867556, 1
0.41867990, 0
0.41869998, 1
0.41870432, 0
0.41872438, 1
0.41872874, 0
0.41874880, 1
0.41875316, 0
0.41877322, 1
0.41877756, 0
0.41879764, 1
0.41880198, 0
0.41882206, 1
0.41882640, 0
0.41884648, 1
0.41885082, 0
0.41887088, 1
0.41887524, 0
0.41889530, 1
0.41889966, 0
0.41891972, 1
0.41892408, 0
0.41894416, 1
0.41894850, 0
0.41896858, 1
0.41897292, 0
0.41899300, 1
0.41899736, 0
0.41901742, 1
0.41902176, 0
0.41904182, 1
0.41904618, 0
0.41906626, 1
0.41907060, 0
0.41909068, 1
0.41909504, 0
0.41911510, 1
0.41911946, 0
0.41913952, 1
0.41914386, 0
0.41916394, 1
0.41916828, 0
0.41918836, 1
0.41919270, 0
0.41921278, 1
0.41921712, 0
0.41923720, 1
0.41924154, 0
0.41926162, 1
0.41926596, 0
0.41928604, 1
0.41929038, 0
0.41931046, 1
0.41931480, 0
0.41933488, 1
0.41933922, 0
0.41935930, 1
0.41936366, 0
0.41938372, 1
0.41938808, 0
0.41940814, 1
0.41941250, 0
0.41943258, 1
0.41943692, 0
0.41945700, 1
0.41946134, 0
0.41948140, 1
0.41948576, 0
0.41950582, 1
0.41951018, 0
0.41953026, 1
0.41953460, 0
0.41955468, 1
0.41955902, 0
0.41957910, 1
0.41958344, 0
0.41960352, 1
0.41960786, 0
0.41962794, 1
0.41963228, 0
0.41965234, 1
0.41965670, 0
0.41967676, 1
0.41968110, 0
0.41970118, 1
0.41970552, 0
0.41972560, 1
0.41972996, 0
0.41975002, 1
0.41975438, 0
0.41977444, 1
0.41977880, 0
0.41979886, 1
0.41980322, 0
0.41982328, 1
0.41982762, 0
0.41984770, 1
0.41985204, 0
0.41987212, 1
0.41987646, 0
0.41989654, 1
0.41990088, 0
0.41992096, 1
0.41992530, 0
0.41994536, 1
0.41994970, 0
0.41996976, 1
0.41997412, 0
0.41999418, 1
0.41999852, 0
0.42001858, 1
0.42002292, 0
0.42004298, 1
0.42004734, 0
0.42006740, 1
0.42007174, 0
0.42009180, 1
0.42009616, 0
0.42011622, 1
0.42012056, 0
0.42014062, 1
0.42014496, 0
0.42016504, 1
0.42016938, 0
0.42018944, 1
0.42019380, 0
0.42021386, 1
0.42021820, 0
0.42023828, 1
0.42024262, 0
0.42026268, 1
0.42026704, 0
0.42028710, 1
0.42029144, 0
0.42031150, 1
0.42031586, 0
0.42033592, 1
0.42034026, 0
0.42036032, 1
0.42036468, 0
0.42038474, 1
0.42038910, 0
0.42040916, 1
0.42041352, 0
0.42043358, 1
0.42043792, 0
0.42045800, 1
0.42046234, 0
0.42048242, 1
0.42048678, 0
0.42050684, 1
0.42051120, 0
0.42053126, 1
0.42053562, 0
0.42055568, 1
0.42056002, 0
0.42058008, 1
0.42058444, 0
0.42060450, 1
0.42060886, 0
0.42062892, 1
0.42063326, 0
0.42065334, 1
0.42065768, 0
0.42067776, 1
0.42068212, 0
0.42070218, 1
0.42070654, 0
0.42072660, 1
0.42073096, 0
0.42075104, 1
0.42075538, 0
0.42077546, 1
0.42077980, 0
0.42079986, 1
0.42080422, 0
0.42082428, 1
0.42082862, 0
0.42084868, 1
0.42085304, 0
0.42087310, 1
0.42087744, 0
0.42089750, 1
0.42090186, 0
0.42092192, 1
0.42092626, 0
0.42094634, 1
0.42095070, 0
0.42097076, 1
0.42097512, 0
0.42099518, 1
0.42099954, 0
0.42101962, 1
0.42102396, 0
0.42104404, 1
0.42104840, 0
0.42106846, 1
0.42107282, 0
0.42109288, 1
0.42109724, 0
0.42111730, 1
0.42112166, 0
0.42114174, 1
0.42114608, 0
0.42116616, 1
0.42117052, 0
0.42119058, 1
0.42119492, 0
0.42121498, 1
0.42121934, 0
0.42123942, 1
0.42124376, 0
0.42126384, 1
0.42126818, 0
0.42128824, 1
0.42129260, 0
0.42131266, 1
0.42131702, 0
0.42133708, 1
0.42134144, 0
0.42136150, 1
0.42136584, 0
0.42138590, 1
0.42139026, 0
0.42141032, 1
0.42141468, 0
0.42143474, 1
0.42143908, 0
0.42145914, 1
0.42146350, 0
0.42148356, 1
0.42148790, 0
0.42150796, 1
0.42151230, 0
0.42153238, 1
0.42153672, 0
0.42155678, 1
0.42156114, 0
0.42158120, 1
0.42158554, 0
0.42160562, 1
0.42160996, 0
0.42163002, 1
0.42163438, 0
0.42165444, 1
0.42165880, 0
0.42167888, 1
0.42168322, 0
0.42170330, 1
0.42170764, 0
0.42172772, 1
0.42173206, 0
0.42175214, 1
0.42175648, 0
0.42177656, 1
0.42178090, 0
0.42180096, 1
0.42180532, 0
0.42182538, 1
0.42182974, 0
0.42184980, 1
0.42185416, 0
0.42187422, 1
0.42187858, 0
0.42189864, 1
0.42190300, 0
0.42192308, 1
0.42192742, 0
0.42194750, 1
0.42195184, 0
0.42197192, 1
0.42197628, 0
0.42199634, 1
0.42200070, 0
0.42202076, 1
0.42202512, 0
0.42204518, 1
0.42204954, 0
0.42206960, 1
0.42207396, 0
0.42209400, 1
0.42209836, 0
0.42211842, 1
0.42212276, 0
0.42214282, 1
0.42214716, 0
0.42216724, 1
0.42217158, 0
0.42219166, 1
0.42219600, 0
0.42221606, 1
0.42222042, 0
0.42224048, 1
0.42224482, 0
0.42226488, 1
0.42226924, 0
0.42228930, 1
0.42229364, 0
0.42231372, 1
0.42231806, 0
0.42233812, 1
0.42234248, 0
0.42236254, 1
0.42236688, 0
0.42238696, 1
0.42239130, 0
0.42241136, 1
0.42241572, 0
0.42243578, 1
0.42244014, 0
0.42246020, 1
0.42246454, 0
0.42248460, 1
0.42248894, 0
0.42250902, 1
0.42251336, 0
0.42253342, 1
0.42253778, 0
0.42255784, 1
0.42256218, 0
0.42258224, 1
0.42258658, 0
0.42260664, 1
0.42261100, 0
0.42263106, 1
0.42263540, 0
0.42265546, 1
0.42265982, 0
0.42267988, 1
0.42268422, 0
0.42270430, 1
0.42270864, 0
0.42272872, 1
0.42273308, 0
0.42275314, 1
0.42275748, 0
0.42277754, 1
0.42278190, 0
0.42280196, 1
0.42280632, 0
0.42282638, 1
0.42283072, 0
0.42285080, 1
0.42285514, 0
0.42287522, 1
0.42287958, 0
0.42289964, 1
0.42290400, 0
0.42292406, 1
0.42292842, 0
0.42294848, 1
0.42295284, 0
0.42297290, 1
0.42297726, 0
0.42299732, 1
0.42300168, 0
0.42302174, 1
0.42302610, 0
0.42304616, 1
0.42305052, 0
0.42307058, 1
0.42307494, 0
0.42309500, 1
0.42309936, 0
0.42311944, 1
0.42312378, 0
0.42314386, 1
0.42314820, 0
0.42316828, 1
0.42317262, 0
0.42319268, 1
0.42319704, 0
0.42321710, 1
0.42322144, 0
0.42324150, 1
0.42324586, 0
0.42326592, 1
0.42327028, 0
0.42329034, 1
0.42329470, 0
0.42331476, 1
0.42331912, 0
0.42333918, 1
0.42334352, 0
0.42336360, 1
0.42336796, 0
0.42338802, 1
0.42339236, 0
0.42341244, 1
0.42341678, 0
0.42343684, 1
0.42344120, 0
0.42346126, 1
0.42346562, 0
0.42348568, 1
0.42349004, 0
0.42351012, 1
0.42351446, 0
0.42353454, 1
0.42353890, 0
0.42355896, 1
0.42356330, 0
0.42358338, 1
0.42358772, 0
0.42360780, 1
0.42361214, 0
0.42363220, 1
0.42363656, 0
0.42365664, 1
0.42366098, 0
0.42368106, 1
0.42368542, 0
0.42370548, 1
0.42370984, 0
0.42372992, 1
0.42373428, 0
0.42375436, 1
0.42375872, 0
0.42377880, 1
0.42378314, 0
0.42380322, 1
0.42380758, 0
0.42382766, 1
0.42383200, 0
0.42385208, 1
0.42385642, 0
0.42387650, 1
0.42388140, 0
0.42390148, 1
0.42390582, 0
0.42392588, 1
0.42393024, 0
0.42395030, 1
0.42395464, 0
0.42397472, 1
0.42397906, 0
0.42399912, 1
0.42400346, 0
0.42402354, 1
0.42402790, 0
0.42404796, 1
0.42405232, 0
0.42407240, 1
0.42407674, 0
0.42409682, 1
0.42410118, 0
0.42412124, 1
0.42412560, 0
0.42414568, 1
0.42415002, 0
0.42417010, 1
0.42417444, 0
0.42419452, 1
0.42419886, 0
0.42421894, 1
0.42422328, 0
0.42424334, 1
0.42424770, 0
0.42426776, 1
0.42427212, 0
0.42429218, 1
0.42429652, 0
0.42431660, 1
0.42432094, 0
0.42434102, 1
0.42434538, 0
0.42436544, 1
0.42436980, 0
0.42438986, 1
0.42439422, 0
0.42441430, 1
0.42441864, 0
0.42443872, 1
0.42444308, 0
0.42446316, 1
0.42446752, 0
0.42448760, 1
0.42449194, 0
0.42451202, 1
0.42451638, 0
0.42453644, 1
0.42454080, 0
0.42456086, 1
0.42456522, 0
0.42458528, 1
0.42458964, 0
0.42460970, 1
0.42461404, 0
0.42463412, 1
0.42463846, 0
0.42465854, 1
0.42466288, 0
0.42468294, 1
0.42468730, 0
0.42470736, 1
0.42471172, 0
0.42473178, 1
0.42473612, 0
0.42475620, 1
0.42476054, 0
0.42478060, 1
0.42478496, 0
0.42480502, 1
0.42480936, 0
0.42482944, 1
0.42483380, 0
0.42485388, 1
0.42485822, 0
0.42487830, 1
0.42488264, 0
0.42490270, 1
0.42490706, 0
0.42492712, 1
0.42493148, 0
0.42495154, 1
0.42495590, 0
0.42497596, 1
0.42498032, 0
0.42500038, 1
0.42500474, 0
0.42502480, 1
0.42502916, 0
0.42504922, 1
0.42505358, 0
0.42507366, 1
0.42507800, 0
0.42509806, 1
0.42510242, 0
0.42512248, 1
0.42512684, 0
0.42514690, 1
0.42515126, 0
0.42517132, 1
0.42517568, 0
0.42519574, 1
0.42520010, 0
0.42522018, 1
0.42522452, 0
0.42524460, 1
0.42524894, 0
0.42526902, 1
0.42527338, 0
0.42529344, 1
0.42529780, 0
0.42531788, 1
0.42532222, 0
0.42534230, 1
0.42534666, 0
0.42536674, 1
0.42537108, 0
0.42539116, 1
0.42539550, 0
0.42541558, 1
0.42541992, 0
0.42544000, 1
0.42544434, 0
0.42546442, 1
0.42546878, 0
0.42548884, 1
0.42549320, 0
0.42551328, 1
0.42551762, 0
0.42553768, 1
0.42554204, 0
0.42556210, 1
0.42556646, 0
0.42558652, 1
0.42559088, 0
0.42561094, 1
0.42561530, 0
0.42563538, 1
0.42563972, 0
0.42565978, 1
0.42566414, 0
0.42568422, 1
0.42568856, 0
0.42570864, 1
0.42571298, 0
0.42573306, 1
0.42573742, 0
0.42575750, 1
0.42576184, 0
0.42578192, 1
0.42578628, 0
0.42580634, 1
0.42581068, 0
0.42583076, 1
0.42583510, 0
0.42585516, 1
0.42585952, 0
0.42587960, 1
0.42588394, 0
0.42590402, 1
0.42590836, 0
0.42592844, 1
0.42593278, 0
0.42595286, 1
0.42595720, 0
0.42597728, 1
0.42598162, 0
0.42600168, 1
0.42600604, 0
0.42602610, 1
0.42603046, 0
0.42605054, 1
0.42605488, 0
0.42607496, 1
0.42607930, 0
0.42609938, 1
0.42610372, 0
0.42612380, 1
0.42612816, 0
0.42614822, 1
0.42615258, 0
0.42617264, 1
0.42617698, 0
0.42619706, 1
0.42620140, 0
0.42622148, 1
0.42622582, 0
0.42624590, 1
0.42625024, 0
0.42627030, 1
0.42627464, 0
0.42629472, 1
0.42629906, 0
0.42631912, 1
0.42632348, 0
0.42634354, 1
0.42634788, 0
0.42636796, 1
0.42637230, 0
0.42639238, 1
0.42639672, 0
0.42641680, 1
0.42642114, 0
0.42644120, 1
0.42644556, 0
0.42646562, 1
0.42646998, 0
0.42649006, 1
0.42649440, 0
0.42651448, 1
0.42651882, 0
0.42653890, 1
0.42654326, 0
0.42656332, 1
0.42656768, 0
0.42658774, 1
0.42659210, 0
0.42661216, 1
0.42661652, 0
0.42663658, 1
0.42664092, 0
0.42666098, 1
0.42666534, 0
0.42668540, 1
0.42668976, 0
0.42670982, 1
0.42671418, 0
0.42673424, 1
0.42673860, 0
0.42675866, 1
0.42676302, 0
0.42678308, 1
0.42678744, 0
0.42680752, 1
0.42681186, 0
0.42683192, 1
0.42683628, 0
0.42685634, 1
0.42686068, 0
0.42688074, 1
0.42688510, 0
0.42690516, 1
0.42690950, 0
0.42692956, 1
0.42693392, 0
0.42695398, 1
0.42695834, 0
0.42697840, 1
0.42698274, 0
0.42700282, 1
0.42700716, 0
0.42702724, 1
0.42703160, 0
0.42705166, 1
0.42705602, 0
0.42707608, 1
0.42708044, 0
0.42710050, 1
0.42710486, 0
0.42712492, 1
0.42712928, 0
0.42714934, 1
0.42715370, 0
0.42717376, 1
0.42717810, 0
0.42719818, 1
0.42720252, 0
0.42722260, 1
0.42722696, 0
0.42724702, 1
0.42725138, 0
0.42727144, 1
0.42727580, 0
0.42729588, 1
0.42730022, 0
0.42732030, 1
0.42732464, 0
0.42734472, 1
0.42734906, 0
0.42736912, 1
0.42737348, 0
0.42739354, 1
0.42739790, 0
0.42741798, 1
0.42742232, 0
0.42744240, 1
0.42744674, 0
0.42746682, 1
0.42747116, 0
0.42749122, 1
0.42749556, 0
0.42751564, 1
0.42751998, 0
0.42754006, 1
0.42754440, 0
0.42756446, 1
0.42756880, 0
0.42758888, 1
0.42759322, 0
0.42761328, 1
0.42761762, 0
0.42763768, 1
0.42764204, 0
0.42766210, 1
0.42766644, 0
0.42768650, 1
0.42769086, 0
0.42771092, 1
0.42771528, 0
0.42773534, 1
0.42773970, 0
0.42775976, 1
0.42776410, 0
0.42778416, 1
0.42778852, 0
0.42780858, 1
0.42781292, 0
0.42783300, 1
0.42783734, 0
0.42785740, 1
0.42786174, 0
0.42788182, 1
0.42788616, 0
0.42790622, 1
0.42791058, 0
0.42793064, 1
0.42793498, 0
0.42795504, 1
0.42795940, 0
0.42797946, 1
0.42798380, 0
0.42800388, 1
0.42800822, 0
0.42802828, 1
0.42803262, 0
0.42805270, 1
0.42805704, 0
0.42807710, 1
0.42808146, 0
0.42810152, 1
0.42810588, 0
0.42812594, 1
0.42813030, 0
0.42815036, 1
0.42815472, 0
0.42817478, 1
0.42817914, 0
0.42819920, 1
0.42820356, 0
0.42822362, 1
0.42822796, 0
0.42824804, 1
0.42825238, 0
0.42827246, 1
0.42827680, 0
0.42829688, 1
0.42830122, 0
0.42832130, 1
0.42832564, 0
0.42834572, 1
0.42835006, 0
0.42837014, 1
0.42837448, 0
0.42839456, 1
0.42839890, 0
0.42841898, 1
0.42842332, 0
0.42844338, 1
0.42844774, 0
0.42846780, 1
0.42847214, 0
0.42849222, 1
0.42849656, 0
0.42851662, 1
0.42852098, 0
0.42854104, 1
0.42854538, 0
0.42856544, 1
0.42856980, 0
0.42858986, 1
0.42859422, 0
0.42861428, 1
0.42861864, 0
0.42863870, 1
0.42864304, 0
0.42866312, 1
0.42866746, 0
0.42868754, 1
0.42869188, 0
0.42871196, 1
0.42871630, 0
0.42873638, 1
0.42874072, 0
0.42876080, 1
0.42876514, 0
0.42878522, 1
0.42878956, 0
0.42880964, 1
0.42881398, 0
0.42883406, 1
0.42883840, 0
0.42885848, 1
0.42886282, 0
0.42888290, 1
0.42888724, 0
0.42890730, 1
0.42891166, 0
0.42893172, 1
0.42893606, 0
0.42895612, 1
0.42896048, 0
0.42898054, 1
0.42898488, 0
0.42900496, 1
0.42900930, 0
0.42902938, 1
0.42903372, 0
0.42905380, 1
0.42905814, 0
0.42907820, 1
0.42908256, 0
0.42910262, 1
0.42910696, 0
0.42912702, 1
0.42913138, 0
0.42915144, 1
0.42915578, 0
0.42917586, 1
0.42918020, 0
0.42920028, 1
0.42920462, 0
0.42922468, 1
0.42922902, 0
0.42924908, 1
0.42925344, 0
0.42927350, 1
0.42927784, 0
0.42929790, 1
0.42930226, 0
0.42932232, 1
0.42932666, 0
0.42934674, 1
0.42935108, 0
0.42937116, 1
0.42937550, 0
0.42939556, 1
0.42939992, 0
0.42941998, 1
0.42942432, 0
0.42944438, 1
0.42944872, 0
0.42946880, 1
0.42947314, 0
0.42949320, 1
0.42949754, 0
0.42951760, 1
0.42952196, 0
0.42954202, 1
0.42954636, 0
0.42956644, 1
0.42957078, 0
0.42959086, 1
0.42959522, 0
0.42961530, 1
0.42961964, 0
0.42963972, 1
0.42964406, 0
0.42966414, 1
0.42966848, 0
0.42968856, 1
0.42969290, 0
0.42971298, 1
0.42971732, 0
0.42973740, 1
0.42974176, 0
0.42976182, 1
0.42976618, 0
0.42978624, 1
0.42979058, 0
0.42981066, 1
0.42981500, 0
0.42983508, 1
0.42983944, 0
0.42985950, 1
0.42986386, 0
0.42988392, 1
0.42988828, 0
0.42990834, 1
0.42991268, 0
0.42993276, 1
0.42993710, 0
0.42995718, 1
0.42996152, 0
0.42998160, 1
0.42998594, 0
0.43000600, 1
0.43001034, 0
0.43003042, 1
0.43003476, 0
0.43005484, 1
0.43005918, 0
0.43007926, 1
0.43008360, 0
0.43010368, 1
0.43010802, 0
0.43012808, 1
0.43013300, 0
0.43015306, 1
0.43015740, 0
0.43017748, 1
0.43018182, 0
0.43020190, 1
0.43020624, 0
0.43022630, 1
0.43023066, 0
0.43025072, 1
0.43025506, 0
0.43027512, 1
0.43027948, 0
0.43029954, 1
0.43030390, 0
0.43032396, 1
0.43032832, 0
0.43034838, 1
0.43035272, 0
0.43037278, 1
0.43037714, 0
0.43039722, 1
0.43040156, 0
0.43042164, 1
0.43042598, 0
0.43044606, 1
0.43045040, 0
0.43047048, 1
0.43047482, 0
0.43049488, 1
0.43049924, 0
0.43051930, 1
0.43052364, 0
0.43054370, 1
0.43054806, 0
0.43056812, 1
0.43057246, 0
0.43059252, 1
0.43059688, 0
0.43061694, 1
0.43062130, 0
0.43064136, 1
0.43064572, 0
0.43066578, 1
0.43067012, 0
0.43069020, 1
0.43069454, 0
0.43071462, 1
0.43071896, 0
0.43073904, 1
0.43074338, 0
0.43076346, 1
0.43076782, 0
0.43078788, 1
0.43079222, 0
0.43081230, 1
0.43081664, 0
0.43083670, 1
0.43084106, 0
0.43086112, 1
0.43086548, 0
0.43088554, 1
0.43088990, 0
0.43090996, 1
0.43091432, 0
0.43093438, 1
0.43093872, 0
0.43095878, 1
0.43096314, 0
0.43098320, 1
0.43098756, 0
0.43100762, 1
0.43101196, 0
0.43103202, 1
0.43103638, 0
0.43105646, 1
0.43106080, 0
0.43108088, 1
0.43108522, 0
0.43110530, 1
0.43110964, 0
0.43112970, 1
0.43113406, 0
0.43115412, 1
0.43115848, 0
0.43117854, 1
0.43118288, 0
0.43120296, 1
0.43120730, 0
0.43122738, 1
0.43123172, 0
0.43125178, 1
0.43125614, 0
0.43127620, 1
0.43128054, 0
0.43130062, 1
0.43130496, 0
0.43132504, 1
0.43132940, 0
0.43134946, 1
0.43135382, 0
0.43137388, 1
0.43137824, 0
0.43139830, 1
0.43140266, 0
0.43142272, 1
0.43142708, 0
0.43144714, 1
0.43145150, 0
0.43147156, 1
0.43147592, 0
0.43149600, 1
0.43150034, 0
0.43152040, 1
0.43152476, 0
0.43154482, 1
0.43154918, 0
0.43156924, 1
0.43157358, 0
0.43159364, 1
0.43159800, 0
0.43161806, 1
0.43162240, 0
0.43164248, 1
0.43164682, 0
0.43166688, 1
0.43167124, 0
0.43169130, 1
0.43169564, 0
0.43171572, 1
0.43172006, 0
0.43174012, 1
0.43174446, 0
0.43176452, 1
0.43176888, 0
0.43178894, 1
0.43179328, 0
0.43181334, 1
0.43181770, 0
0.43183776, 1
0.43184210, 0
0.43186216, 1
0.43186652, 0
0.43188658, 1
0.43189092, 0
0.43191098, 1
0.43191534, 0
0.43193540, 1
0.43193976, 0
0.43195982, 1
0.43196418, 0
0.43198426, 1
0.43198860, 0
0.43200866, 1
0.43201302, 0
0.43203308, 1
0.43203742, 0
0.43205750, 1
0.43206184, 0
0.43208190, 1
0.43208626, 0
0.43210632, 1
0.43211068, 0
0.43213074, 1
0.43213510, 0
0.43215516, 1
0.43215950, 0
0.43217958, 1
0.43218394, 0
0.43220400, 1
0.43220834, 0
0.43222840, 1
0.43223276, 0
0.43225282, 1
0.43225718, 0
0.43227724, 1
0.43228160, 0
0.43230168, 1
0.43230602, 0
0.43232608, 1
0.43233044, 0
0.43235052, 1
0.43235486, 0
0.43237494, 1
0.43237928, 0
0.43239934, 1
0.43240370, 0
0.43242376, 1
0.43242810, 0
0.43244818, 1
0.43245252, 0
0.43247258, 1
0.43247694, 0
0.43249700, 1
0.43250134, 0
0.43252142, 1
0.43252576, 0
0.43254582, 1
0.43255018, 0
0.43257024, 1
0.43257458, 0
0.43259466, 1
0.43259902, 0
0.43261908, 1
0.43262344, 0
0.43264352, 1
0.43264786, 0
0.43266794, 1
0.43267228, 0
0.43269236, 1
0.43269670, 0
0.43271678, 1
0.43272112, 0
0.43274118, 1
0.43274554, 0
0.43276560, 1
0.43276994, 0
0.43279002, 1
0.43279436, 0
0.43281444, 1
0.43281878, 0
0.43283886, 1
0.43284322, 0
0.43286328, 1
0.43286764, 0
0.43288770, 1
0.43289206, 0
0.43291212, 1
0.43291648, 0
0.43293654, 1
0.43294088, 0
0.43296094, 1
0.43296530, 0
0.43298536, 1
0.43298970, 0
0.43300976, 1
0.43301412, 0
0.43303418, 1
0.43303854, 0
0.43305860, 1
0.43306294, 0
0.43308302, 1
0.43308736, 0
0.43310744, 1
0.43311178, 0
0.43313184, 1
0.43313620, 0
0.43315626, 1
0.43316062, 0
